,Marital status,Course,Daytime/evening attendance,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Scholarship holder,Age at enrollment,Target
474,1,11,1,1,19,24,1,1,0,0,28,Dropout
475,1,14,1,1,1,14,4,6,0,0,21,Graduate
476,1,13,1,1,13,14,10,10,0,0,21,Dropout
477,1,12,1,1,19,24,1,1,0,0,28,Dropout
478,1,12,1,1,3,1,4,4,0,0,18,Graduate
479,1,10,1,1,23,14,29,39,0,1,21,Enrolled
480,1,12,1,1,1,1,5,5,0,0,19,Graduate
481,1,12,1,1,1,14,2,2,0,1,18,Graduate
482,1,12,1,1,3,1,3,6,0,0,19,Dropout
483,1,6,1,1,23,28,10,8,0,0,20,Enrolled
484,1,12,1,1,1,14,10,6,0,1,20,Graduate
485,1,16,1,1,1,27,8,10,0,1,18,Graduate
486,1,14,1,1,23,14,5,4,0,0,20,Dropout
487,1,14,1,1,1,14,6,5,0,0,31,Dropout
488,1,12,1,1,22,27,10,8,0,1,19,Graduate
489,1,12,1,1,23,28,6,6,0,1,19,Graduate
490,1,5,1,1,13,1,4,9,0,0,23,Graduate
491,1,14,1,1,22,27,6,6,0,0,19,Graduate
492,1,12,1,1,1,3,4,3,0,0,20,Graduate
493,1,6,1,1,22,27,10,5,0,0,22,Enrolled
494,1,16,1,1,3,1,3,6,0,0,18,Enrolled
495,1,8,1,1,13,27,12,6,0,0,27,Dropout
496,1,13,1,1,22,28,10,10,0,0,29,Dropout
497,1,11,1,1,1,14,5,4,0,0,18,Graduate
498,1,5,1,1,13,28,10,8,0,0,18,Graduate
499,1,12,1,1,23,28,8,8,0,0,18,Graduate
500,1,6,1,1,22,28,10,10,0,0,20,Enrolled
501,1,11,1,1,23,28,10,10,0,0,18,Graduate
502,1,5,1,1,1,1,5,5,0,0,18,Enrolled
503,1,6,1,1,3,3,2,2,0,0,28,Dropout
504,1,12,1,1,22,1,8,8,0,1,18,Graduate
505,1,12,1,1,22,28,23,34,0,0,27,Enrolled
506,1,1,1,1,3,1,3,5,0,0,26,Enrolled
507,1,15,1,1,13,1,10,4,0,0,18,Graduate
508,1,8,1,1,5,5,3,3,0,0,18,Dropout
509,1,9,1,1,1,14,5,7,0,0,21,Dropout
510,1,5,1,1,4,1,3,4,0,0,18,Enrolled
511,2,3,0,1,19,24,13,13,0,0,32,Dropout
512,1,14,1,1,19,24,1,1,0,0,28,Graduate
513,1,17,0,1,22,14,10,3,0,0,40,Dropout
514,2,3,0,1,22,27,10,11,0,0,39,Dropout
515,2,10,1,1,22,27,10,11,0,0,39,Dropout
516,2,4,1,1,22,14,10,5,0,0,50,Graduate
517,1,16,1,1,1,1,10,5,0,0,23,Dropout
518,4,3,0,1,19,24,1,1,0,0,48,Dropout
519,1,16,1,1,22,27,10,10,0,0,23,Dropout
520,1,12,1,1,22,1,6,6,0,1,18,Graduate
521,1,8,1,1,3,14,3,10,0,0,18,Graduate
522,1,10,1,12,3,27,3,9,0,0,20,Graduate
523,1,6,1,18,1,1,10,10,0,1,18,Graduate
524,1,13,1,18,5,3,2,2,0,0,18,Dropout
525,1,7,1,1,1,1,10,4,1,0,31,Dropout
526,1,7,1,1,13,14,6,4,1,0,24,Enrolled
527,1,2,1,1,3,1,3,11,1,0,24,Graduate
528,1,9,1,1,22,27,10,10,1,0,26,Dropout
529,1,8,1,1,3,3,3,3,1,0,18,Dropout
530,1,9,1,1,22,27,5,8,1,1,19,Enrolled
531,1,14,1,1,13,27,10,9,1,0,22,Dropout
532,1,12,1,1,4,2,3,4,1,0,18,Graduate
533,1,5,1,1,1,14,5,8,1,0,20,Dropout
534,1,2,1,1,4,4,3,3,1,0,25,Graduate
535,1,17,0,1,3,3,5,5,1,0,24,Graduate
536,1,7,1,1,3,3,5,5,1,0,27,Dropout
537,1,11,1,1,3,14,5,5,1,0,21,Graduate
538,1,4,1,1,13,28,4,10,1,0,21,Graduate
539,1,15,1,1,13,1,10,10,1,0,19,Dropout
540,1,12,1,1,13,14,6,6,1,0,28,Graduate
541,1,9,1,1,13,14,6,8,1,0,20,Enrolled
542,1,4,1,1,1,14,5,11,1,1,21,Graduate
543,1,12,1,1,1,1,6,4,1,1,18,Graduate
544,1,7,1,1,13,1,10,11,1,1,18,Enrolled
545,1,9,1,1,13,1,6,11,1,0,20,Enrolled
546,1,7,1,1,1,1,6,11,1,0,25,Enrolled
547,1,14,1,1,23,14,6,7,1,0,22,Enrolled
548,1,12,1,1,22,27,10,10,1,0,18,Enrolled
549,1,9,1,1,13,28,10,8,1,0,19,Graduate
550,1,7,1,1,10,14,5,6,1,0,19,Dropout
551,1,15,1,1,13,1,8,10,1,0,25,Dropout
552,1,5,1,1,10,10,2,11,1,0,21,Dropout
553,1,7,1,1,1,2,4,3,1,0,19,Dropout
554,1,9,1,1,1,1,5,5,1,0,20,Dropout
555,1,4,1,1,3,2,3,3,1,0,25,Dropout
556,1,9,1,1,13,1,8,5,1,0,20,Enrolled
557,1,2,1,1,22,27,10,10,1,0,18,Graduate
558,1,11,1,1,24,29,32,44,1,0,23,Enrolled
559,1,12,1,1,1,3,10,11,1,0,23,Graduate
560,1,4,1,1,3,28,20,30,1,0,21,Graduate
561,1,8,1,1,1,1,4,4,1,0,20,Enrolled
562,1,17,0,1,1,1,5,11,1,0,25,Dropout
563,1,8,1,1,13,28,10,10,1,0,18,Graduate
564,1,5,1,1,1,1,10,10,1,0,22,Graduate
565,1,14,1,1,13,14,4,10,1,0,27,Graduate
566,1,4,1,1,4,1,3,5,1,0,25,Dropout
567,1,7,1,1,19,26,1,6,1,0,18,Dropout
568,1,6,1,1,23,14,9,9,1,0,20,Graduate
569,1,4,1,1,3,4,3,3,1,0,27,Graduate
570,1,3,0,1,1,1,10,10,1,0,20,Graduate
571,1,9,1,1,23,27,10,10,1,0,22,Dropout
572,1,7,1,1,13,3,6,11,1,0,19,Dropout
573,1,9,1,1,3,14,5,6,1,0,20,Enrolled
574,1,2,1,1,13,10,10,11,1,0,19,Graduate
575,2,6,1,1,1,1,5,5,1,0,29,Dropout
576,1,12,1,1,3,1,10,10,1,0,19,Graduate
577,1,17,0,1,13,27,10,9,0,1,28,Enrolled
578,2,10,1,1,22,27,6,6,0,0,20,Graduate
579,1,5,1,1,22,27,10,9,0,0,20,Graduate
580,1,3,0,1,19,5,1,2,0,0,31,Dropout
581,1,12,1,1,10,1,6,6,0,0,18,Graduate
582,1,14,1,1,1,14,9,8,0,0,19,Enrolled
583,1,9,1,1,22,28,10,9,0,0,18,Graduate
584,1,11,1,1,22,27,8,8,0,0,19,Graduate
585,1,9,1,1,1,14,4,4,0,1,18,Graduate
586,1,6,1,1,23,14,12,12,0,0,19,Graduate
587,1,15,1,1,23,28,10,9,0,1,18,Graduate
588,1,11,1,1,22,27,10,4,0,0,19,Graduate
589,1,13,1,1,22,1,6,5,0,0,19,Graduate
590,1,14,1,1,13,1,10,4,0,0,18,Graduate
591,1,12,1,1,3,14,3,9,0,0,19,Enrolled
592,1,14,1,1,22,1,10,5,0,1,20,Graduate
593,1,14,1,1,1,14,5,9,0,0,20,Enrolled
594,1,4,1,1,22,27,5,7,0,0,20,Enrolled
595,1,17,0,1,22,27,10,10,0,0,29,Dropout
596,1,16,1,1,23,10,8,1,0,1,20,Dropout
597,4,16,1,1,22,1,10,11,0,0,31,Dropout
598,1,14,1,1,13,27,8,5,0,0,20,Graduate
599,1,4,1,1,23,27,10,10,0,0,21,Graduate
600,1,8,1,1,13,28,10,10,0,0,23,Dropout
601,1,5,1,1,13,28,6,8,0,0,21,Dropout
602,1,12,1,1,1,1,10,5,0,0,24,Graduate
603,1,3,0,1,1,1,5,5,0,0,27,Graduate
604,1,12,1,1,1,27,4,9,0,1,18,Graduate
605,1,2,1,1,7,1,7,7,0,0,21,Dropout
606,1,8,1,1,13,3,4,3,0,1,19,Dropout
607,1,12,1,1,23,14,8,8,0,1,19,Graduate
608,1,6,1,1,13,28,32,44,0,0,18,Dropout
609,1,12,1,1,23,27,7,6,0,1,18,Enrolled
610,1,16,1,1,22,27,29,41,0,1,20,Graduate
611,2,3,0,1,1,27,5,8,0,0,24,Graduate
612,1,5,1,1,1,1,2,2,0,0,20,Graduate
613,1,9,1,1,1,14,6,8,0,0,20,Enrolled
614,1,12,1,1,13,27,10,10,0,1,19,Graduate
615,1,12,1,1,1,27,10,10,0,1,18,Graduate
616,1,10,1,1,22,27,8,9,0,1,20,Graduate
617,1,12,1,1,22,27,10,9,0,0,20,Graduate
618,1,12,1,1,13,27,5,8,0,1,19,Graduate
619,1,6,1,1,3,1,3,4,0,0,19,Enrolled
620,1,15,1,1,3,14,5,6,0,0,20,Graduate
621,1,9,1,1,1,28,5,4,0,0,19,Dropout
622,1,16,1,1,23,28,10,8,0,0,19,Dropout
623,1,12,1,1,23,27,8,6,0,1,18,Graduate
624,1,5,1,1,23,27,10,10,0,1,23,Dropout
625,1,16,1,1,13,14,10,9,0,0,21,Dropout
626,1,3,0,1,22,28,7,7,0,0,23,Graduate
627,1,12,1,1,13,27,10,8,0,0,19,Graduate
628,1,15,1,1,1,28,6,7,0,0,18,Graduate
629,1,15,1,1,13,27,10,10,0,0,19,Graduate
630,1,12,1,1,13,27,10,10,0,1,25,Graduate
631,1,16,1,1,1,28,5,10,0,0,19,Enrolled
632,1,12,1,1,1,14,6,8,0,1,19,Graduate
633,1,13,1,1,23,28,29,44,0,1,24,Graduate
634,1,14,1,1,22,27,10,8,0,1,18,Graduate
635,1,10,1,1,22,27,8,6,0,1,19,Graduate
636,1,12,1,1,22,27,10,10,0,1,18,Graduate
637,1,17,0,1,23,1,10,5,0,0,27,Enrolled
638,1,10,1,1,1,1,5,6,0,0,19,Graduate
639,1,15,1,1,1,1,4,4,0,1,18,Dropout
640,2,14,1,1,22,27,10,1,0,0,34,Dropout
641,1,9,1,1,22,27,10,10,0,0,18,Enrolled
642,1,9,1,1,22,28,5,10,0,0,18,Enrolled
643,1,12,1,1,22,28,8,8,0,0,18,Enrolled
644,1,15,1,1,23,28,8,8,0,0,20,Dropout
645,1,9,1,1,13,27,10,10,0,1,19,Enrolled
646,1,10,1,1,22,1,4,6,0,0,21,Enrolled
647,2,17,0,1,13,14,10,8,0,0,26,Graduate
648,1,13,1,1,1,14,5,4,0,0,27,Graduate
649,1,14,1,1,1,28,6,2,0,0,20,Graduate
650,1,10,1,1,13,1,6,1,0,0,18,Graduate
651,1,6,1,1,1,1,6,6,0,0,23,Enrolled
652,1,12,1,1,1,5,5,4,0,0,24,Graduate
653,1,10,1,1,23,28,7,10,0,1,19,Graduate
654,1,15,1,1,13,28,4,6,0,0,19,Graduate
655,1,10,1,1,13,28,10,7,0,1,19,Enrolled
656,1,10,1,1,22,14,6,11,0,0,18,Enrolled
657,1,3,0,1,1,28,6,8,0,0,22,Graduate
658,1,5,1,1,1,14,6,11,0,0,20,Graduate
659,1,4,1,1,13,14,10,10,0,0,25,Dropout
660,1,4,1,1,1,3,5,3,0,0,21,Graduate
661,1,12,1,1,13,14,32,44,0,0,19,Enrolled
662,1,15,1,1,1,14,5,2,0,0,18,Graduate
663,1,14,1,1,22,27,1,1,0,0,18,Graduate
664,1,12,1,1,3,3,10,8,1,0,19,Graduate
665,1,6,1,5,3,3,7,7,0,1,19,Graduate
666,1,15,1,1,22,28,6,6,0,0,18,Dropout
667,1,10,1,1,23,28,6,8,0,1,20,Graduate
668,1,12,1,1,1,14,5,9,0,0,19,Dropout
669,1,12,1,1,13,27,6,8,0,0,28,Graduate
670,1,10,1,1,22,1,10,10,0,1,20,Graduate
671,1,3,0,1,22,28,12,8,0,0,30,Dropout
672,1,12,1,1,1,14,10,8,0,1,19,Graduate
673,1,5,1,1,13,14,4,4,0,0,22,Graduate
674,1,11,1,1,23,28,6,9,0,0,18,Graduate
675,1,16,1,1,22,27,10,10,0,0,23,Dropout
676,1,5,1,1,1,14,6,8,0,0,18,Graduate
677,1,16,1,1,22,14,8,8,0,0,18,Enrolled
678,2,15,1,1,22,27,1,1,1,0,50,Dropout
679,1,2,1,14,3,3,3,6,0,1,19,Graduate
680,1,11,1,14,13,28,10,10,0,0,22,Graduate
681,1,10,1,14,1,1,5,7,0,1,23,Graduate
682,1,6,1,1,1,1,5,6,0,1,20,Dropout
683,4,10,1,1,22,27,10,11,0,0,44,Dropout
684,4,4,1,1,22,27,10,10,1,0,49,Graduate
685,2,17,0,1,22,27,10,10,1,0,46,Graduate
686,1,6,1,1,22,27,2,10,1,0,41,Dropout
687,1,12,1,1,23,14,10,9,1,0,18,Graduate
688,3,17,0,1,22,1,10,3,1,0,43,Graduate
689,4,9,1,1,22,27,10,8,1,0,70,Dropout
690,4,8,1,1,22,28,10,5,1,0,48,Dropout
691,2,4,1,1,22,27,10,8,1,0,41,Graduate
692,1,11,1,1,13,14,10,4,1,0,21,Enrolled
693,1,1,1,14,23,27,10,9,1,0,35,Dropout
694,2,8,1,1,2,1,3,10,1,0,44,Graduate
695,1,9,1,1,3,1,6,6,1,0,18,Dropout
696,2,3,0,1,22,27,1,1,1,0,45,Graduate
697,1,11,1,1,3,1,3,2,1,0,20,Enrolled
698,1,4,1,1,1,28,10,2,1,0,22,Graduate
699,1,7,1,1,22,28,6,8,1,0,39,Dropout
700,1,6,1,1,2,2,7,7,1,0,20,Enrolled
701,2,9,1,1,22,14,10,4,1,0,49,Dropout
702,1,13,1,1,5,5,3,3,1,0,43,Dropout
703,2,17,0,1,22,27,10,10,1,0,32,Dropout
704,1,10,1,1,22,27,10,10,1,0,47,Graduate
705,5,17,0,1,22,27,10,10,1,1,37,Dropout
706,2,3,0,1,13,1,5,9,1,0,41,Graduate
707,2,4,1,1,22,27,10,7,1,0,60,Graduate
708,2,11,1,1,1,14,10,10,1,0,47,Graduate
709,1,3,0,1,22,9,10,8,1,0,50,Dropout
710,2,17,0,1,23,28,12,12,1,0,45,Dropout
711,1,7,1,1,22,27,10,9,1,0,45,Dropout
712,2,6,1,1,22,27,12,12,1,0,33,Graduate
713,1,12,1,1,3,3,3,3,1,0,18,Graduate
714,2,6,1,1,22,27,7,7,1,0,43,Graduate
715,1,3,0,1,13,27,5,11,1,0,44,Graduate
716,1,8,1,1,19,26,1,12,1,0,29,Dropout
717,4,14,1,1,2,1,4,10,1,0,53,Dropout
718,2,17,0,1,22,27,10,10,1,0,37,Enrolled
719,1,14,1,1,23,1,9,11,1,0,18,Enrolled
720,1,1,1,1,23,28,5,5,1,0,35,Dropout
721,1,11,1,1,13,1,4,8,1,0,23,Enrolled
722,1,2,1,1,13,28,10,6,1,0,22,Graduate
723,1,3,0,1,22,27,12,6,1,0,33,Dropout
724,1,8,1,1,22,18,12,11,1,0,41,Dropout
725,4,12,1,1,22,28,10,8,1,0,51,Graduate
726,1,14,1,1,10,5,4,4,1,0,19,Graduate
727,1,17,0,1,22,27,10,10,1,0,35,Dropout
728,1,2,1,14,13,1,5,8,1,0,20,Graduate
729,1,14,1,1,3,2,3,3,1,0,18,Enrolled
730,1,15,1,1,13,27,10,10,1,1,18,Dropout
731,1,4,1,1,2,1,5,7,1,0,21,Graduate
732,1,11,1,1,1,14,7,7,1,0,21,Graduate
733,2,9,1,1,13,27,5,8,1,0,34,Graduate
734,4,8,1,1,22,27,7,8,1,0,34,Dropout
735,1,14,1,1,3,3,5,11,1,0,21,Graduate
736,1,15,1,1,3,27,4,8,1,0,32,Enrolled
737,1,11,1,1,22,27,6,8,1,0,30,Dropout
738,1,2,1,1,1,3,4,8,1,0,19,Enrolled
739,1,15,1,1,1,14,9,9,1,0,20,Dropout
740,1,5,1,1,13,14,10,8,1,0,18,Dropout
741,1,11,1,1,3,3,3,3,1,0,19,Graduate
742,1,12,1,1,3,3,4,4,1,0,18,Dropout
743,1,17,0,1,1,14,5,9,1,0,27,Dropout
744,1,15,1,1,1,1,10,10,1,0,52,Graduate
745,2,4,1,1,1,1,5,6,1,0,29,Dropout
746,1,4,1,1,1,14,5,5,1,0,22,Dropout
747,1,6,1,11,23,28,10,7,1,0,28,Graduate
748,1,14,1,1,1,1,12,4,1,0,30,Dropout
749,1,12,1,1,1,1,6,4,0,0,18,Graduate
750,1,14,1,1,23,27,6,6,0,0,21,Graduate
751,1,5,1,1,22,27,10,10,0,1,20,Graduate
752,1,12,1,1,22,27,4,4,0,1,21,Graduate
753,2,17,0,1,13,27,8,10,0,0,32,Dropout
754,1,5,1,1,22,27,10,10,1,1,20,Graduate
755,1,2,1,1,1,14,5,6,1,0,19,Dropout
756,1,14,1,14,1,1,10,6,1,0,18,Dropout
757,1,17,0,1,22,2,10,5,1,0,23,Dropout
758,1,11,1,1,1,1,4,4,1,0,20,Graduate
759,2,9,1,1,22,27,10,10,0,0,46,Graduate
760,1,4,1,1,3,3,3,3,1,0,27,Graduate
761,1,2,1,1,3,14,2,11,1,0,20,Enrolled
762,2,3,0,1,22,27,10,10,1,0,41,Graduate
763,1,9,1,8,1,3,30,4,1,0,40,Enrolled
764,2,3,0,1,1,1,6,6,1,0,37,Graduate
765,1,9,1,1,23,28,6,11,1,0,20,Enrolled
766,1,8,1,1,1,1,5,5,0,0,20,Enrolled
767,1,17,0,1,1,27,5,2,0,0,26,Graduate
768,2,3,0,1,22,27,10,8,1,0,54,Graduate
769,1,14,1,1,13,14,6,6,1,0,21,Graduate
770,1,6,1,1,1,1,10,10,0,1,20,Graduate
771,1,15,1,1,1,14,6,6,0,0,18,Dropout
772,1,12,1,1,1,14,5,10,0,0,19,Enrolled
773,1,10,1,1,23,1,5,11,0,0,18,Graduate
774,1,6,1,1,3,1,3,9,0,0,19,Enrolled
775,1,6,1,1,1,1,5,8,0,0,22,Dropout
776,1,6,1,1,2,1,5,5,0,0,19,Graduate
777,1,2,1,1,3,2,5,3,0,0,21,Dropout
778,1,16,1,1,3,3,18,24,0,0,20,Enrolled
779,1,15,1,1,1,14,6,6,0,1,18,Graduate
780,1,15,1,1,23,28,8,8,0,1,18,Graduate
781,1,14,1,1,1,1,6,5,0,0,20,Dropout
782,1,12,1,1,13,27,4,9,0,1,18,Graduate
783,1,12,1,1,3,3,2,4,0,0,18,Enrolled
784,1,15,1,1,1,24,10,10,0,1,20,Graduate
785,1,10,1,1,1,1,2,2,0,0,19,Graduate
786,1,5,1,1,3,3,2,3,0,0,18,Graduate
787,1,12,1,1,3,1,5,6,0,0,18,Graduate
788,1,6,1,1,22,27,1,12,0,1,18,Dropout
789,1,2,1,1,13,1,6,5,0,1,20,Graduate
790,1,15,1,1,1,14,10,10,0,1,19,Graduate
791,1,12,1,1,3,3,3,3,1,0,36,Dropout
792,1,10,1,1,1,30,10,3,0,1,19,Graduate
793,1,10,1,1,3,1,3,6,0,0,18,Graduate
794,1,15,1,1,13,14,4,4,0,1,18,Graduate
795,1,15,1,1,23,28,6,9,0,1,18,Graduate
796,1,5,1,1,1,1,10,9,0,0,19,Graduate
797,1,12,1,1,1,1,5,9,0,0,18,Graduate
798,1,8,1,1,1,27,10,10,0,1,19,Graduate
799,1,16,1,1,3,1,4,8,0,0,18,Enrolled
800,1,5,1,1,25,14,4,6,0,1,22,Enrolled
801,1,10,1,1,13,1,10,9,0,0,18,Dropout
802,1,9,1,1,13,14,6,6,0,0,19,Graduate
803,1,15,1,1,23,28,10,10,0,0,18,Graduate
804,1,16,1,1,1,3,6,4,0,0,19,Graduate
805,1,9,1,1,13,1,10,4,0,0,20,Enrolled
806,1,5,1,1,1,28,4,6,0,1,18,Graduate
807,1,8,1,1,3,3,3,11,0,0,23,Enrolled
808,1,15,1,1,1,3,5,8,0,0,20,Dropout
809,1,5,1,1,3,1,10,4,0,0,20,Enrolled
810,1,10,1,1,1,1,10,5,0,1,22,Dropout
811,1,16,1,1,13,28,6,8,0,1,18,Graduate
812,1,12,1,1,13,28,10,10,0,1,18,Graduate
813,1,12,1,1,3,4,4,4,0,0,18,Graduate
814,1,16,1,1,13,3,5,5,0,0,18,Graduate
815,1,9,1,1,1,1,5,5,0,0,21,Enrolled
816,1,5,1,1,1,27,5,6,0,0,20,Enrolled
817,1,5,1,1,1,1,5,5,0,0,18,Graduate
818,1,12,1,1,13,27,4,6,0,1,20,Enrolled
819,1,3,0,1,19,27,10,12,0,0,25,Graduate
820,1,9,1,1,13,14,10,10,0,1,18,Graduate
821,1,2,1,1,10,14,10,4,0,0,19,Graduate
822,1,6,1,3,1,14,5,8,0,0,20,Enrolled
823,1,10,1,1,13,14,10,10,0,1,20,Graduate
824,1,15,1,1,1,1,10,10,0,1,21,Graduate
825,1,14,1,1,1,3,5,4,0,0,18,Graduate
826,1,16,1,1,1,1,6,8,0,0,18,Dropout
827,1,5,1,1,1,3,10,8,0,1,18,Graduate
828,1,12,1,1,13,14,5,6,0,0,18,Graduate
829,1,14,1,1,3,14,4,6,0,0,19,Dropout
830,1,11,1,1,24,3,4,4,0,0,20,Dropout
831,1,10,1,1,19,24,1,1,0,0,47,Dropout
832,1,8,1,3,1,3,10,3,0,0,21,Enrolled
833,2,8,1,1,22,27,10,7,1,0,31,Dropout
834,2,7,1,1,22,27,12,6,1,0,46,Dropout
835,1,7,1,1,3,1,4,5,1,0,18,Enrolled
836,1,7,1,1,3,3,4,5,1,0,19,Dropout
837,1,13,1,1,1,27,24,44,1,0,23,Enrolled
838,1,8,1,1,3,1,3,9,1,0,22,Dropout
839,1,9,1,1,23,1,4,11,1,0,19,Graduate
840,1,9,1,14,3,3,10,10,0,0,19,Dropout
841,1,9,1,1,3,1,4,5,1,0,22,Enrolled
842,1,8,1,1,3,24,4,1,1,0,29,Dropout
843,1,12,1,1,22,28,10,6,0,0,18,Graduate
844,1,10,1,1,23,24,10,10,0,0,18,Graduate
845,1,2,1,1,22,27,10,9,0,1,23,Dropout
846,2,17,0,1,1,1,32,23,0,0,34,Graduate
847,1,9,1,1,13,14,10,10,0,0,19,Graduate
848,1,6,1,1,1,1,3,6,0,0,18,Enrolled
849,1,12,1,1,1,14,5,5,0,1,20,Graduate
850,1,12,1,1,3,3,2,2,0,0,19,Graduate
851,1,16,1,1,13,14,5,6,0,0,22,Enrolled
852,1,10,1,1,13,14,10,10,0,1,23,Graduate
853,2,12,1,1,1,14,10,10,1,1,34,Graduate
854,1,7,1,1,13,14,6,6,1,0,18,Enrolled
855,1,15,1,1,1,29,5,2,1,0,21,Dropout
856,1,10,1,1,1,14,5,4,1,0,22,Dropout
857,1,4,1,1,22,1,10,11,1,0,28,Dropout
858,1,7,1,1,13,27,5,7,1,0,23,Dropout
859,1,15,1,1,19,28,1,4,1,0,20,Dropout
860,1,7,1,1,1,2,6,5,1,0,18,Dropout
861,1,9,1,1,13,28,10,10,1,0,28,Dropout
862,1,5,1,1,1,14,6,9,1,0,21,Dropout
863,1,14,1,1,23,14,10,9,1,0,25,Dropout
864,1,6,1,1,1,1,6,5,1,0,19,Dropout
865,1,12,1,1,1,1,5,11,1,1,18,Graduate
866,1,7,1,1,1,28,12,12,1,0,29,Dropout
867,1,7,1,1,22,28,4,8,1,1,29,Dropout
868,1,11,1,1,13,14,5,6,1,0,20,Graduate
869,1,2,1,1,13,1,10,8,1,0,18,Graduate
870,1,11,1,1,1,1,29,44,1,0,20,Graduate
871,2,7,1,1,19,24,1,1,1,0,33,Dropout
872,1,17,0,1,13,14,6,6,1,0,30,Graduate
873,1,13,1,1,1,1,2,2,1,1,21,Enrolled
874,1,4,1,1,1,14,32,45,1,0,18,Graduate
875,1,12,1,1,23,28,10,10,1,1,19,Graduate
876,1,5,1,1,23,14,10,10,1,1,21,Dropout
877,1,13,1,1,13,14,5,6,1,1,25,Dropout
878,1,14,1,1,13,14,8,11,1,0,19,Graduate
879,1,5,1,1,13,1,10,4,1,0,23,Dropout
880,1,5,1,1,23,28,10,9,1,1,19,Graduate
881,1,2,1,1,3,2,3,6,1,0,19,Graduate
882,1,4,1,1,13,27,10,7,1,0,31,Dropout
883,1,4,1,1,22,27,5,8,1,0,32,Dropout
884,1,12,1,1,2,28,5,10,0,1,19,Graduate
885,1,15,1,1,19,24,1,1,0,0,34,Graduate
886,1,15,1,1,23,12,1,1,0,0,21,Graduate
887,1,10,1,1,22,27,10,8,0,1,53,Graduate
888,1,12,1,1,13,14,5,8,0,1,19,Graduate
889,1,15,1,1,23,28,10,6,0,1,20,Graduate
890,1,15,1,1,1,14,10,10,0,0,18,Graduate
891,1,2,1,1,22,28,28,44,0,0,32,Dropout
892,1,12,1,1,22,27,10,10,0,1,21,Graduate
893,1,3,0,1,22,10,10,5,0,0,26,Dropout
894,1,6,1,1,1,1,5,8,0,0,26,Graduate
895,2,17,0,1,1,27,5,10,0,0,21,Dropout
896,1,15,1,1,22,27,6,6,0,0,18,Graduate
897,1,5,1,1,13,27,6,10,0,1,21,Graduate
898,1,11,1,1,23,14,10,6,0,0,21,Enrolled
899,1,14,1,1,13,14,8,8,0,1,19,Graduate
900,1,9,1,1,13,14,10,8,0,0,19,Dropout
901,1,10,1,1,23,28,6,6,0,1,19,Graduate
902,1,12,1,1,22,28,8,8,0,0,27,Graduate
903,1,12,1,1,22,1,10,5,0,1,18,Graduate
904,1,9,1,1,13,14,10,10,0,0,20,Dropout
905,1,12,1,1,1,1,6,6,0,1,19,Graduate
906,1,14,1,1,1,1,8,8,0,0,20,Dropout
907,1,10,1,1,13,28,8,7,0,1,19,Graduate
908,1,10,1,1,13,1,6,6,0,0,20,Enrolled
909,1,2,1,1,23,14,8,11,0,0,20,Dropout
910,1,16,1,1,22,27,10,6,0,0,18,Graduate
911,1,6,1,1,13,1,6,5,0,0,20,Graduate
912,2,17,0,1,22,27,10,10,0,0,38,Dropout
913,4,3,0,1,22,27,10,8,0,0,42,Graduate
914,1,12,1,1,22,27,10,7,0,0,32,Dropout
915,1,15,1,12,13,14,5,6,0,0,22,Graduate
916,2,17,0,1,19,24,12,12,0,0,28,Dropout
917,2,3,0,1,22,27,9,11,0,0,37,Dropout
918,2,4,1,1,22,28,10,5,0,0,43,Graduate
919,6,3,0,1,22,1,10,8,0,1,41,Graduate
920,4,3,0,1,22,27,10,4,0,1,29,Graduate
921,1,3,0,1,22,27,10,10,0,1,35,Graduate
922,1,10,1,1,1,3,5,3,0,0,18,Dropout
923,1,12,1,1,22,27,10,7,0,1,39,Dropout
924,4,17,0,1,22,27,10,10,0,0,37,Enrolled
925,1,12,1,1,22,27,10,8,0,1,26,Graduate
926,1,6,1,1,13,15,5,12,0,0,32,Dropout
927,2,3,0,1,22,27,7,9,0,0,37,Enrolled
928,1,6,1,1,22,14,29,35,0,0,28,Enrolled
929,1,10,1,1,13,27,1,1,0,0,19,Dropout
930,1,9,1,1,22,28,8,8,0,0,18,Enrolled
931,1,16,1,1,13,28,10,10,0,1,19,Graduate
932,2,14,1,1,22,27,8,8,0,0,32,Graduate
933,2,9,1,1,22,27,10,10,0,0,31,Dropout
934,1,12,1,1,3,1,3,6,0,0,34,Enrolled
935,1,2,1,1,1,1,4,4,0,0,20,Graduate
936,1,12,1,1,23,28,10,10,0,0,28,Dropout
937,1,17,0,1,22,27,7,7,0,0,31,Enrolled
938,1,15,1,1,13,28,5,11,0,0,18,Enrolled
939,4,3,0,1,22,27,12,8,0,0,31,Dropout
940,1,15,1,1,13,14,6,6,0,0,19,Graduate
941,1,10,1,1,22,14,10,5,0,1,19,Graduate
942,2,10,1,1,22,27,10,10,0,0,31,Enrolled
943,1,6,1,1,1,14,10,11,0,0,34,Dropout
944,1,13,1,1,22,27,10,8,0,1,18,Graduate
945,1,11,1,1,22,27,8,8,0,0,18,Graduate
946,1,9,1,1,3,14,4,4,1,0,19,Graduate
947,1,15,1,1,3,5,1,3,1,1,22,Dropout
948,2,14,1,1,19,24,1,1,1,0,32,Graduate
949,1,9,1,1,22,3,10,3,1,0,61,Dropout
950,1,17,0,1,22,27,10,10,1,0,30,Graduate
