Marital status,Daytime/evening attendance,Previous qualification,Nationality,Mother qualification,Father qualification,Tuition fees up to date,Gender,Scholarship holder,International,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,1,14,1,13,27,1,0,1,0,21,13.333333333333334,12.545454545454543,Graduate
1,1,1,1,23,14,1,0,0,0,21,10.833333333333334,11.0,Enrolled
1,1,1,1,13,14,1,0,1,0,19,13.0,14.0,Graduate
1,1,1,1,13,14,1,0,0,0,19,10.0,14.0,Dropout
1,1,1,1,23,28,1,0,1,0,19,11.428571428571429,11.2,Graduate
1,1,3,1,22,28,1,0,0,0,27,12.8875,12.8875,Graduate
1,1,1,1,22,1,1,0,1,0,18,12.95,12.95,Graduate
1,1,1,1,13,14,1,0,0,0,20,10.0,0.0,Dropout
1,1,1,1,1,1,1,0,1,0,19,13.094285714285714,12.55,Graduate
1,1,1,1,1,1,1,0,0,0,20,0.0,0.0,Dropout
1,1,1,1,13,28,1,0,1,0,19,11.714285714285714,11.0,Graduate
1,1,1,1,13,1,1,0,0,0,20,11.25,10.0,Enrolled
1,1,1,1,23,14,1,0,0,0,20,0.0,0.0,Dropout
1,1,1,1,22,27,1,0,0,0,18,13.166666666666666,13.333333333333334,Graduate
1,1,1,1,13,1,1,0,0,0,20,12.75,13.4,Graduate
2,0,1,1,22,27,0,0,0,0,38,10.6,11.0,Dropout
4,0,1,1,22,27,1,0,0,0,42,11.2,12.0,Graduate
1,1,1,1,22,27,1,0,0,0,32,0.0,0.0,Dropout
1,1,1,12,13,14,1,0,0,1,22,13.0,13.666666666666666,Graduate
2,0,1,1,19,24,1,0,0,0,28,0.0,0.0,Dropout
2,0,7,1,22,27,1,0,0,0,37,0.0,0.0,Dropout
2,1,14,1,22,28,1,0,0,0,43,14.166666666666666,15.0,Graduate
6,0,1,1,22,1,1,0,1,0,41,12.833333333333334,12.333333333333334,Graduate
4,0,12,1,22,27,1,0,1,0,29,11.75,10.4,Graduate
1,0,1,1,22,27,1,0,1,0,35,10.833333333333334,11.5,Graduate
1,1,1,1,1,3,1,0,0,0,18,11.75,12.25,Dropout
1,1,12,1,22,27,0,0,1,0,39,11.5,10.5,Dropout
4,0,1,1,22,27,1,0,0,0,37,10.0,11.333333333333334,Enrolled
1,1,1,1,22,27,1,0,1,0,26,13.7,13.7,Graduate
1,1,3,1,13,15,1,0,0,0,32,14.0,0.0,Dropout
2,0,1,1,22,27,1,0,0,0,37,11.375,12.166666666666666,Enrolled
1,1,1,1,22,14,1,0,0,0,28,0.0,0.0,Enrolled
1,1,1,1,13,27,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,22,28,1,0,0,0,18,11.0,12.5,Enrolled
1,1,1,1,13,28,1,0,1,0,19,13.0,13.285714285714286,Graduate
2,1,3,1,22,27,1,0,0,0,32,13.6,15.11111111111111,Graduate
2,1,1,1,22,27,1,0,0,0,31,11.0,11.5,Dropout
1,1,1,1,3,1,1,0,0,0,34,11.705714285714285,11.705714285714285,Enrolled
1,1,1,1,1,1,1,0,0,0,20,13.25,14.333333333333334,Graduate
1,1,12,1,23,28,1,0,0,0,28,10.75,10.0,Dropout
1,0,14,1,22,27,1,0,0,0,31,12.0,13.428571428571429,Enrolled
1,1,1,1,13,28,1,0,0,0,18,12.666666666666666,12.25,Enrolled
4,0,12,1,22,27,0,0,0,0,31,11.4,11.0,Dropout
1,1,1,1,13,14,1,0,0,0,19,13.0,12.4,Graduate
1,1,1,1,22,14,1,0,1,0,19,14.0,12.285714285714286,Graduate
2,1,12,1,22,27,1,0,0,0,31,0.0,0.0,Enrolled
1,1,3,1,1,14,1,0,0,0,34,0.0,0.0,Dropout
1,1,1,1,22,27,1,0,1,0,18,15.285714285714286,16.075,Graduate
1,1,1,1,22,27,1,0,0,0,18,13.166666666666666,12.666666666666666,Graduate
1,1,1,1,3,14,1,1,0,0,19,13.6,12.833333333333334,Graduate
1,1,1,1,3,5,0,1,1,0,22,0.0,0.0,Dropout
2,1,1,1,19,24,1,1,0,0,32,11.4,11.5,Graduate
1,1,1,1,22,3,1,1,0,0,61,0.0,0.0,Dropout
1,0,1,1,22,27,1,1,0,0,30,11.0,11.6,Graduate
2,0,1,1,22,27,0,1,0,0,45,0.0,0.0,Dropout
1,1,14,1,1,14,1,1,0,0,20,13.571428571428571,12.666666666666666,Graduate
1,1,1,1,13,1,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,3,1,1,1,0,0,26,11.25,12.0,Dropout
1,1,1,1,1,1,1,1,0,0,19,13.333333333333334,11.0,Dropout
1,1,1,1,13,27,1,1,1,0,19,12.0,11.666666666666666,Graduate
1,1,1,1,23,1,1,1,0,0,19,12.5,13.0,Graduate
1,1,1,1,1,14,1,1,1,0,19,13.2,12.666666666666666,Graduate
1,1,1,1,11,9,0,1,0,0,19,0.0,0.0,Dropout
1,1,1,1,19,24,0,1,0,0,28,11.666666666666666,11.5,Dropout
1,1,1,1,22,27,1,1,0,0,24,13.466666666666669,13.642857142857142,Graduate
1,1,1,1,3,1,1,1,0,0,18,13.666666666666666,13.2,Graduate
1,1,1,1,23,28,1,1,0,0,18,11.666666666666666,12.5,Enrolled
1,1,1,1,1,3,1,1,1,0,18,11.666666666666666,10.2,Graduate
1,1,14,1,4,1,1,1,0,0,21,13.4,12.4,Graduate
2,0,1,1,13,27,0,1,0,0,28,0.0,0.0,Dropout
1,1,9,1,22,14,1,1,0,0,58,0.0,0.0,Dropout
2,0,1,1,19,24,0,1,0,0,49,0.0,0.0,Dropout
1,1,1,1,1,28,1,1,0,0,24,10.666666666666666,10.5,Enrolled
1,1,1,1,19,24,1,1,0,0,25,13.75,14.75,Graduate
4,1,1,1,22,28,1,1,0,0,33,10.0,0.0,Dropout
2,1,12,1,22,27,0,1,0,0,33,0.0,0.0,Dropout
2,1,1,1,22,27,1,1,0,0,40,16.0,15.5,Graduate
2,0,1,1,22,14,1,1,0,0,48,12.285714285714286,11.125,Graduate
1,1,1,1,1,14,0,1,0,0,18,12.0,10.333333333333334,Enrolled
1,1,12,1,23,28,1,1,0,0,24,12.666666666666666,12.666666666666666,Graduate
2,1,1,1,13,14,1,1,1,0,23,11.8,13.25,Graduate
1,0,12,1,13,27,0,1,0,0,39,10.6,14.666666666666666,Dropout
1,1,1,1,1,28,1,1,0,0,21,11.9,12.25,Graduate
1,1,6,1,20,25,1,1,0,0,34,11.25,10.5,Dropout
2,0,1,1,13,14,1,1,1,0,41,11.0,11.4,Enrolled
1,1,1,1,1,28,1,1,0,0,18,12.0,12.5,Graduate
2,0,1,1,23,28,1,1,0,0,34,11.75,10.833333333333334,Enrolled
1,1,1,1,1,1,1,1,0,0,19,10.0,16.0,Dropout
1,1,1,1,13,14,1,1,0,0,19,13.714285714285714,13.714285714285714,Graduate
1,1,4,1,1,1,1,1,0,0,28,14.875,15.8,Graduate
1,1,1,1,1,1,1,1,0,0,18,10.8,0.0,Dropout
1,1,1,1,2,2,1,1,0,0,19,12.0,10.0,Dropout
1,1,1,1,13,28,0,1,0,0,19,12.5,13.5,Dropout
1,1,1,1,1,3,1,0,0,0,18,14.728571428571428,16.327272727272728,Graduate
1,1,1,1,3,3,1,0,0,0,18,12.0,14.8,Graduate
1,1,1,1,1,3,1,0,0,0,18,11.428571428571429,11.0,Dropout
1,1,14,1,3,14,1,0,0,0,19,14.166666666666666,13.5,Graduate
2,1,3,1,22,27,1,0,0,0,31,12.5,14.6,Graduate
1,0,1,1,22,27,1,0,1,0,33,14.166666666666666,14.333333333333334,Graduate
1,1,1,1,3,1,1,0,1,0,20,14.46,13.55,Enrolled
1,1,14,3,13,1,1,0,0,1,22,12.8,11.5,Enrolled
1,1,1,1,1,14,1,0,0,0,19,12.666666666666666,13.4,Graduate
1,1,1,1,19,24,1,0,0,0,18,12.5,13.0,Dropout
1,1,1,1,23,1,1,0,0,0,18,0.0,0.0,Dropout
1,1,1,1,13,28,0,0,0,0,18,0.0,0.0,Dropout
1,1,1,1,3,4,1,0,0,0,18,0.0,0.0,Graduate
1,1,1,1,13,14,1,0,1,0,19,11.2,11.0,Graduate
1,1,1,1,1,3,1,0,0,0,18,16.5,17.428571428571427,Dropout
1,1,1,1,3,14,1,0,0,0,18,13.666666666666666,12.0,Graduate
1,1,1,1,22,27,1,0,1,0,18,15.228571428571428,15.228571428571428,Graduate
1,1,16,1,22,27,1,0,0,0,21,12.77777777777778,13.22222222222222,Graduate
1,1,1,1,13,27,1,0,1,0,18,14.428571428571429,14.428571428571429,Graduate
1,1,1,1,1,28,1,0,0,0,18,13.875,13.714285714285714,Graduate
1,1,1,1,13,14,1,0,0,0,18,13.128,13.193333333333332,Graduate
1,1,1,1,13,1,1,0,0,0,20,11.605,12.4125,Graduate
1,1,1,1,1,28,1,0,1,0,18,14.6,12.0,Graduate
1,1,1,1,13,1,1,0,0,0,18,0.0,0.0,Dropout
1,1,1,1,22,28,1,0,1,0,20,11.8,11.6,Graduate
1,1,1,1,13,14,1,0,0,0,20,12.333333333333334,12.333333333333334,Graduate
1,1,1,1,22,1,1,0,1,0,19,11.0,0.0,Dropout
1,1,1,1,3,1,1,0,1,0,19,13.181818181818182,12.909090909090908,Graduate
1,1,1,1,13,27,0,0,1,0,18,11.0,0.0,Dropout
1,1,1,1,1,1,1,0,1,0,19,11.833333333333334,12.285714285714286,Graduate
1,1,1,1,1,28,1,0,1,0,20,12.98125,12.98125,Graduate
1,1,14,1,13,1,1,0,0,0,21,11.333333333333334,11.2,Graduate
1,1,1,1,26,3,1,0,0,0,21,11.68,11.68,Graduate
1,1,1,1,23,28,1,0,0,0,20,14.5,13.5,Graduate
1,1,1,1,23,28,1,0,0,0,19,13.142857142857142,12.857142857142858,Graduate
1,1,1,1,1,14,0,0,0,0,21,11.5,10.5,Dropout
1,1,1,1,18,14,1,0,0,0,18,14.2,11.8,Graduate
1,1,1,1,13,27,1,0,1,0,19,11.666666666666666,12.2,Graduate
1,1,1,1,13,14,1,0,0,0,18,13.175,14.875,Graduate
1,1,1,1,1,1,1,0,1,0,19,13.314285714285717,13.314285714285717,Graduate
1,1,1,1,1,14,1,0,1,0,18,10.6,10.5,Graduate
1,1,1,1,13,27,1,0,1,0,18,12.0,10.75,Enrolled
1,1,1,1,22,27,1,0,0,0,18,13.428571428571429,14.142857142857142,Graduate
1,1,1,1,1,27,1,0,1,0,18,13.25,15.571428571428571,Graduate
1,1,1,1,23,14,1,0,0,0,18,13.0,0.0,Dropout
1,1,1,1,1,28,1,0,1,0,18,14.333333333333334,14.0,Enrolled
1,1,1,1,1,28,1,0,0,0,18,0.0,0.0,Dropout
1,1,1,1,1,3,1,0,0,0,18,14.0,13.166666666666666,Graduate
1,1,1,1,1,28,1,0,1,0,20,12.0,12.833333333333334,Graduate
1,1,1,1,3,1,1,0,0,0,18,12.333333333333334,10.6,Enrolled
1,1,1,1,1,14,1,0,0,0,18,11.8,10.4,Graduate
1,1,1,1,22,27,1,0,1,0,20,12.791428571428572,12.791428571428572,Graduate
4,1,1,1,22,27,1,0,0,0,40,11.625,11.2,Graduate
1,1,1,1,23,28,1,0,1,0,18,11.994444444444444,12.43142857142857,Graduate
1,1,1,1,13,14,1,0,0,0,19,11.6,12.2,Graduate
1,0,15,1,1,14,1,0,0,0,24,0.0,0.0,Dropout
1,1,1,1,3,28,1,0,0,0,19,13.166666666666666,13.166666666666666,Dropout
1,1,1,1,2,1,1,0,0,0,19,14.1,14.1,Graduate
1,1,1,1,1,14,1,0,1,0,20,12.396666666666668,12.94285714285714,Graduate
1,1,1,1,23,28,1,0,0,0,18,15.014285714285714,16.0875,Graduate
1,1,1,1,1,28,1,0,1,0,18,0.0,0.0,Graduate
1,1,1,1,13,27,1,0,0,0,19,14.05,15.1,Graduate
1,1,1,1,3,3,1,0,0,0,18,14.85,15.2,Dropout
1,1,14,1,3,3,1,0,0,0,19,13.0,13.0,Graduate
1,1,1,1,22,27,1,0,1,0,19,14.7875,15.8625,Graduate
1,1,1,1,13,14,1,0,1,0,19,13.7,14.671428571428574,Graduate
1,1,1,1,1,27,1,0,1,0,19,12.495714285714286,12.242857142857144,Dropout
1,1,1,1,1,28,1,0,0,0,19,14.566666666666668,14.566666666666668,Graduate
1,1,9,1,1,14,0,0,0,0,25,11.2,11.25,Dropout
1,1,1,1,13,14,1,0,0,0,20,12.685714285714283,12.685714285714283,Graduate
1,1,16,1,1,14,0,0,0,0,23,13.571428571428571,13.25,Dropout
1,1,1,1,13,14,1,0,0,0,20,0.0,0.0,Dropout
1,0,1,1,22,9,1,0,0,0,27,11.0,11.166666666666666,Graduate
1,1,1,1,13,1,1,0,0,0,18,14.445,14.445,Graduate
1,1,1,1,13,1,1,0,0,0,18,13.6,11.75,Enrolled
1,0,15,1,13,1,0,0,0,0,23,14.0,14.625,Dropout
1,1,1,1,23,27,1,0,1,0,19,13.416666666666666,13.416666666666666,Graduate
1,1,1,1,22,28,1,0,0,0,18,12.333333333333334,11.4,Graduate
1,1,1,1,1,14,1,0,0,0,20,13.1,14.8125,Graduate
1,1,1,1,13,14,1,0,0,0,18,13.2,12.8,Graduate
1,1,1,1,1,1,1,0,1,0,19,14.75,14.75,Graduate
1,1,14,1,13,14,1,0,1,0,19,13.142857142857142,14.333333333333334,Graduate
1,1,1,1,23,27,1,0,0,0,19,12.5,12.5,Enrolled
1,1,1,1,3,3,1,0,0,0,18,13.75,14.857142857142858,Graduate
1,1,1,1,22,27,1,0,0,0,18,12.4,13.0,Graduate
1,1,1,1,13,14,1,0,0,0,18,13.333333333333334,12.0,Graduate
1,1,1,1,13,28,0,0,0,0,28,11.727272727272728,12.0,Dropout
1,1,1,1,22,27,1,0,0,0,19,12.5,14.0,Dropout
1,1,1,1,3,1,1,0,0,0,20,0.0,0.0,Dropout
1,1,1,1,1,27,1,0,1,0,19,13.533333333333331,13.614285714285714,Graduate
1,1,1,1,1,14,1,0,1,0,20,13.166666666666666,12.666666666666666,Graduate
1,1,1,1,13,14,1,0,1,0,19,13.2,11.0,Graduate
1,1,1,1,5,1,1,0,0,0,21,12.2,12.6,Enrolled
1,1,1,1,1,14,1,0,1,0,19,13.428571428571429,14.857142857142858,Graduate
1,1,1,1,13,1,1,0,1,0,18,12.714285714285714,12.625,Graduate
1,1,1,1,3,1,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,10,28,1,0,1,0,19,13.666666666666666,13.666666666666666,Graduate
1,1,1,1,23,14,1,0,0,0,20,11.0,13.166666666666666,Graduate
1,1,1,1,1,1,1,0,0,0,18,11.4,13.333333333333334,Enrolled
1,1,1,1,13,14,1,0,0,0,18,0.0,0.0,Enrolled
1,1,1,1,1,1,1,0,0,0,18,12.0,12.0,Graduate
1,1,1,1,13,14,1,0,0,0,18,0.0,0.0,Dropout
1,1,1,1,22,28,1,0,0,0,18,11.0,11.666666666666666,Graduate
1,1,1,1,13,14,1,0,0,0,20,12.0,11.571428571428571,Dropout
1,1,1,1,13,1,1,0,1,0,19,13.308571428571428,12.55,Graduate
1,1,1,1,22,27,0,0,0,0,21,13.666666666666666,10.666666666666666,Dropout
1,1,3,1,10,3,0,0,0,0,20,0.0,0.0,Dropout
1,1,1,1,22,28,1,0,0,0,18,12.2,11.25,Graduate
1,1,1,1,1,4,1,0,1,0,20,12.666666666666666,12.833333333333334,Graduate
1,1,1,1,13,27,1,0,1,0,19,14.07125,14.07125,Graduate
1,1,6,1,13,14,1,0,0,0,22,14.25,13.2,Dropout
1,1,1,1,13,14,0,0,0,0,22,0.0,0.0,Dropout
1,1,1,1,23,28,1,0,0,0,18,12.0,10.25,Enrolled
1,1,1,1,3,14,1,0,0,0,21,11.166666666666666,10.571428571428571,Enrolled
1,1,1,1,13,14,1,0,0,0,19,13.0,11.6,Graduate
1,1,1,1,22,28,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,19,24,1,0,1,0,20,14.901428571428571,14.901428571428571,Dropout
1,1,1,1,23,14,1,0,1,0,18,12.65,12.445555555555554,Graduate
1,0,16,1,13,27,0,0,0,0,22,11.0,10.6,Dropout
1,1,1,1,13,26,1,0,0,0,20,12.4,12.666666666666666,Graduate
1,1,14,1,23,28,1,0,0,0,19,12.0,12.666666666666666,Graduate
1,1,1,1,1,14,1,0,1,0,19,12.135714285714286,13.328571428571427,Graduate
1,1,1,1,23,14,1,0,1,0,20,12.62,12.5,Enrolled
1,0,1,1,23,28,1,0,0,0,25,10.666666666666666,11.333333333333334,Enrolled
1,1,1,1,13,14,1,0,1,0,19,13.766666666666666,14.051428571428572,Graduate
1,1,1,1,23,27,1,0,0,0,19,13.11625,13.11625,Graduate
1,1,1,1,3,28,0,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,23,14,1,0,0,0,20,12.7,13.571428571428571,Graduate
1,1,1,1,22,27,1,0,0,0,25,11.857142857142858,11.7,Enrolled
1,1,1,1,13,28,1,0,1,0,20,12.333333333333334,12.333333333333334,Graduate
1,1,1,1,23,14,1,0,0,0,24,15.75,16.4,Enrolled
1,1,1,1,1,1,1,0,0,0,20,13.333333333333334,13.2,Graduate
1,1,1,1,1,14,1,0,0,0,21,14.355555555555554,13.49375,Graduate
1,1,14,1,22,28,1,0,1,0,19,13.0,13.0,Graduate
1,1,1,1,23,27,1,0,1,0,19,12.833333333333334,13.5,Graduate
1,1,1,1,22,28,1,0,1,0,21,13.2,13.0,Graduate
1,1,3,1,3,27,1,0,0,0,28,17.005555555555556,16.582222222222224,Graduate
1,1,1,1,22,28,0,0,1,0,19,10.6,11.0,Graduate
1,1,1,1,22,27,1,0,1,0,18,14.0,13.6,Graduate
5,1,1,1,22,28,1,0,1,0,18,12.114285714285714,12.114285714285714,Graduate
1,1,1,1,13,27,1,0,1,0,18,13.05875,13.05875,Graduate
1,1,1,1,1,2,1,0,0,0,22,13.285714285714286,13.285714285714286,Graduate
1,1,1,1,22,27,1,0,0,0,19,11.0,10.666666666666666,Enrolled
1,1,1,1,13,1,1,0,1,0,18,14.071428571428571,15.1625,Graduate
1,1,1,1,22,27,0,0,0,0,20,0.0,0.0,Dropout
1,1,14,1,22,27,0,0,0,0,26,11.25,11.0,Dropout
1,1,1,1,22,28,1,0,1,0,18,14.0,13.625,Graduate
1,1,1,1,1,28,1,0,1,0,21,12.166666666666666,11.666666666666666,Dropout
1,1,1,1,23,27,1,0,0,0,18,13.297142857142855,13.297142857142855,Graduate
1,1,1,1,13,14,1,0,0,0,20,13.923076923076923,14.25,Graduate
1,1,1,1,23,14,1,0,0,0,18,13.37,12.833333333333334,Graduate
1,1,1,1,13,28,1,0,1,0,19,12.4,11.0,Enrolled
1,1,1,1,1,1,1,0,0,0,20,15.0,13.75,Dropout
1,1,1,1,13,14,1,0,1,0,18,13.333333333333334,12.571428571428571,Graduate
1,1,1,1,22,27,1,0,1,0,20,12.0,12.625,Enrolled
1,0,1,1,13,9,1,0,0,0,22,13.4,12.2,Graduate
1,1,1,1,13,28,1,0,0,0,18,0.0,0.0,Enrolled
1,0,1,1,13,28,1,0,0,0,21,11.5,11.4,Graduate
1,1,1,1,1,1,1,0,0,0,18,12.0,12.166666666666666,Enrolled
1,1,1,1,13,14,1,0,0,0,18,13.485714285714284,13.485714285714284,Graduate
1,1,1,1,10,14,1,0,1,0,18,12.0,11.285714285714286,Graduate
1,1,1,1,22,27,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,1,14,1,0,0,0,19,10.333333333333334,14.428571428571429,Enrolled
1,1,1,1,23,1,1,0,0,0,19,12.94,13.76,Enrolled
1,1,1,1,1,27,1,0,0,0,19,13.258571428571427,13.258571428571427,Graduate
1,1,1,1,1,2,1,0,0,0,19,12.25,12.0,Enrolled
1,1,1,1,23,27,0,0,0,0,19,11.666666666666666,10.0,Dropout
1,1,1,1,23,27,1,0,1,0,21,13.571428571428571,12.5,Graduate
1,1,1,14,1,27,1,0,1,1,20,11.8,11.833333333333334,Graduate
1,1,1,1,13,14,1,0,1,0,20,14.2,13.285714285714286,Graduate
1,0,12,1,22,27,1,0,0,0,41,11.0,11.8,Graduate
4,1,15,1,22,27,1,0,0,0,32,13.625,12.6375,Enrolled
1,1,1,1,23,1,1,0,0,0,18,14.652857142857142,14.652857142857142,Graduate
4,0,1,1,22,27,1,0,1,0,35,11.333333333333334,11.333333333333334,Graduate
1,1,1,1,22,27,0,0,0,0,32,13.7,0.0,Dropout
1,0,15,1,13,27,1,0,0,0,37,13.727272727272728,14.75,Graduate
2,1,3,1,3,27,1,0,0,0,30,11.75,11.142857142857142,Dropout
1,1,1,1,13,14,1,1,0,0,23,12.333333333333334,13.0,Graduate
1,1,1,1,3,1,1,0,1,0,20,14.0,13.857142857142858,Dropout
1,1,1,1,13,27,1,1,0,0,21,11.5,11.75,Graduate
1,1,1,1,23,14,1,1,0,0,19,11.2,13.2,Graduate
1,1,1,1,1,14,1,1,1,0,18,15.07,15.07,Graduate
1,1,1,1,19,24,1,1,0,0,18,10.0,12.0,Dropout
1,0,1,1,1,1,1,1,0,0,24,12.0,12.666666666666666,Enrolled
1,1,1,1,1,27,1,1,0,0,22,13.0,12.6,Graduate
1,1,1,1,13,1,1,1,0,0,18,11.0,11.25,Dropout
1,1,1,1,22,27,1,0,0,0,18,13.571428571428571,12.166666666666666,Graduate
1,1,1,17,2,1,1,1,0,1,21,14.6,14.2,Graduate
4,1,1,1,22,27,1,0,0,0,38,11.833333333333334,10.0,Dropout
1,1,1,1,23,27,1,0,1,0,19,12.625,12.5125,Graduate
6,1,1,1,22,27,1,0,0,0,36,11.5,12.333333333333334,Dropout
1,1,1,1,1,1,1,0,0,0,18,13.25,10.5,Graduate
1,1,1,1,13,14,1,0,0,0,19,12.60625,11.9,Graduate
1,1,16,1,13,28,0,0,0,0,21,13.75,13.2,Dropout
1,1,1,1,13,28,1,0,0,0,19,13.598333333333334,11.933333333333332,Enrolled
1,1,1,1,13,14,1,0,1,0,18,11.142857142857142,12.285714285714286,Graduate
2,1,3,1,22,14,1,0,0,0,45,12.7,12.96818181818182,Enrolled
1,1,1,1,22,27,1,0,0,0,20,10.0,11.0,Dropout
1,1,1,1,13,1,1,0,0,0,18,11.666666666666666,11.5,Graduate
1,1,1,1,1,14,1,0,1,0,18,14.0,13.142857142857142,Graduate
1,1,3,1,19,24,1,0,0,0,25,0.0,0.0,Dropout
1,1,1,1,1,1,1,0,0,0,19,12.04142857142857,12.04142857142857,Graduate
1,1,1,1,13,14,1,0,1,0,18,0.0,0.0,Graduate
1,1,15,1,1,1,1,0,0,0,39,13.76923076923077,14.583333333333334,Graduate
2,1,1,1,23,27,1,0,0,0,29,15.444444444444445,15.307692307692308,Graduate
1,1,1,1,13,14,1,0,0,0,18,11.5,12.714285714285714,Enrolled
1,1,3,1,22,2,0,0,0,0,23,10.0,0.0,Dropout
1,1,1,1,1,27,1,0,0,0,21,12.25,10.333333333333334,Dropout
1,1,1,1,1,14,0,0,0,0,18,14.5,15.166666666666666,Graduate
1,1,15,1,1,14,1,0,0,0,23,15.571428571428571,16.375,Graduate
1,1,1,1,1,14,1,0,0,0,18,15.571428571428571,14.714285714285714,Graduate
2,0,12,1,22,27,1,0,0,0,32,13.8,12.166666666666666,Graduate
2,1,1,1,13,27,0,0,0,0,29,10.666666666666666,14.8,Dropout
1,1,1,1,1,28,1,0,1,0,20,11.6,11.75,Graduate
1,1,1,1,19,24,0,0,0,0,28,13.0,0.0,Dropout
1,1,3,1,23,28,1,0,0,0,27,12.0,13.625,Graduate
1,1,1,1,22,24,1,0,0,0,22,12.333333333333334,12.333333333333334,Graduate
2,1,12,1,13,27,1,0,0,0,37,12.875,12.9,Enrolled
1,0,3,1,22,28,0,0,0,0,28,11.0,0.0,Dropout
2,1,1,1,22,27,0,0,0,0,43,12.25,10.5,Dropout
1,1,1,1,22,27,0,0,0,0,32,0.0,0.0,Dropout
1,1,1,1,1,1,1,0,1,0,20,10.75,11.5,Enrolled
4,1,12,1,23,1,1,0,1,0,35,13.63,13.63,Graduate
1,1,1,1,22,27,1,0,0,0,21,13.0,11.5,Graduate
1,1,1,1,13,14,1,0,1,0,18,13.533333333333331,12.228571428571428,Enrolled
1,1,1,1,3,28,1,0,1,0,18,16.9,16.37777777777778,Graduate
1,1,1,1,13,14,1,0,0,0,18,12.0,12.0,Graduate
1,0,14,1,13,27,1,0,0,0,22,12.5,13.285714285714286,Graduate
1,1,1,1,1,1,1,0,0,0,19,12.764285714285714,12.764285714285714,Graduate
1,1,1,1,13,28,1,0,1,0,18,13.75,12.166666666666666,Graduate
1,1,1,1,24,1,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,13,1,1,0,1,0,18,14.604285714285712,15.68333333333333,Graduate
2,0,12,1,13,29,0,0,0,0,31,0.0,0.0,Dropout
2,0,12,1,1,14,1,0,1,0,33,13.833333333333334,12.5,Graduate
1,1,1,1,13,28,1,0,1,0,19,13.57625,13.57625,Graduate
1,1,1,1,23,28,1,0,1,0,18,15.142857142857142,15.833333333333334,Graduate
1,1,1,1,7,14,1,0,0,0,23,10.666666666666666,11.6,Graduate
1,1,1,1,23,28,1,0,0,0,20,11.2,12.0,Graduate
1,1,1,1,23,28,1,0,0,0,18,13.76375,13.76375,Graduate
1,1,16,1,1,1,1,0,0,0,21,13.25,12.2,Enrolled
1,1,1,1,13,28,1,0,1,0,22,10.714285714285714,12.2,Graduate
1,1,1,1,1,14,1,0,0,0,20,12.166666666666666,11.666666666666666,Graduate
1,1,3,1,13,28,1,0,0,0,23,14.357142857142858,14.357142857142858,Graduate
1,1,1,1,3,1,1,0,0,0,19,12.833333333333334,12.666666666666666,Graduate
1,1,1,1,1,27,1,0,0,0,19,13.925714285714283,13.925714285714283,Graduate
1,0,1,1,13,28,1,0,0,0,26,12.0,11.0,Dropout
1,1,1,1,1,27,1,0,0,0,18,13.44285714285714,13.744444444444444,Graduate
1,1,1,1,1,27,1,1,0,0,18,16.0,0.0,Dropout
1,1,14,1,23,27,1,1,0,0,20,13.125,13.2,Graduate
1,1,1,1,3,1,1,1,0,0,19,0.0,0.0,Dropout
1,0,1,1,22,27,0,1,0,0,32,11.4,11.0,Dropout
2,1,1,1,13,14,0,1,0,0,31,11.0,11.666666666666666,Dropout
1,1,12,1,1,14,1,1,0,0,25,11.0,10.0,Enrolled
1,1,14,1,13,3,1,0,0,0,21,13.666666666666666,13.0,Graduate
2,0,1,1,22,27,0,0,0,0,31,11.75,10.0,Dropout
2,1,1,1,22,27,1,0,0,0,34,10.0,13.0,Dropout
1,1,1,1,13,14,1,0,1,0,18,13.5,12.833333333333334,Graduate
1,1,1,1,13,14,1,0,0,0,19,0.0,0.0,Dropout
1,1,16,1,13,27,1,0,0,0,21,12.0,11.0,Enrolled
1,1,1,1,23,27,0,0,0,0,18,13.0,11.8,Dropout
1,1,1,1,13,29,1,0,0,0,20,14.833333333333334,16.0,Graduate
1,1,1,1,23,27,1,0,0,0,20,11.833333333333334,12.857142857142858,Graduate
1,1,1,1,23,28,1,0,1,0,18,12.0,12.333333333333334,Graduate
1,1,1,1,23,28,1,0,0,0,19,12.75,11.333333333333334,Graduate
1,1,1,1,13,14,1,0,0,0,19,0.0,14.75,Enrolled
4,1,1,1,3,1,1,0,1,0,30,0.0,10.0,Dropout
1,1,1,1,13,28,1,0,0,0,19,12.0,12.857142857142858,Graduate
1,1,1,1,23,27,1,0,0,0,19,11.677777777777775,13.8,Graduate
1,1,1,1,1,27,1,0,1,0,19,13.6,13.6,Graduate
1,1,1,1,13,28,1,0,0,0,19,16.0,15.875,Graduate
1,1,1,1,1,1,1,0,0,0,20,11.8,11.5,Graduate
1,1,1,1,13,27,1,1,0,0,25,0.0,14.0,Dropout
1,1,1,1,13,14,1,1,0,0,19,0.0,0.0,Dropout
