Marital status,Course,Daytime/evening attendance,Nationality,Mother qualification,Father qualification,Gender,Scholarship holder,International,Age at enrollment,GDP,Target,Country,Latitude,Longitude
1,11,1,1,22,27,1,0,0,30,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,2,1,1,1,3,1,0,0,19,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,1,0,0,20,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,13,14,1,0,0,18,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,3,3,1,0,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,1,0,0,18,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,1,14,1,0,0,27,-1.7,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,1,1,1,0,0,52,-3.12,Graduate,Portugal,39.6621648,-8.1353519
2,4,1,1,1,1,1,0,0,29,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,1,14,1,0,0,22,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,11,23,28,1,0,1,28,-4.06,Graduate,Mozambique,-19.302233,34.9144977
1,14,1,1,1,1,1,0,0,30,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,0,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,23,27,0,0,0,21,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,22,27,0,1,0,20,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,21,-3.12,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,13,27,0,0,0,32,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,22,27,1,1,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,1,14,1,0,0,19,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,14,1,1,1,0,1,18,3.51,Dropout,Brazil,-10.3333333,-53.2
1,17,0,1,22,2,1,0,0,23,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,1,1,1,0,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
2,9,1,1,22,27,0,0,0,46,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,3,3,1,0,0,27,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,3,14,1,0,0,20,-0.92,Enrolled,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,1,0,0,41,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,8,1,3,1,0,1,40,2.02,Enrolled,Angola,-11.8775768,17.5691241
2,3,0,1,1,1,1,0,0,37,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,23,28,1,0,0,20,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,8,1,1,1,1,0,0,0,20,1.74,Enrolled,Portugal,39.6621648,-8.1353519
1,17,0,1,1,27,0,0,0,26,1.79,Graduate,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,1,0,0,54,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,13,14,1,0,0,21,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,1,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,0,0,0,18,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,14,0,0,0,19,-4.06,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,23,1,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,3,1,0,0,0,19,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,0,0,22,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,2,1,0,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,3,2,0,0,0,21,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,3,3,0,0,0,20,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,0,1,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,28,0,1,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,1,0,0,0,20,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,13,27,0,1,0,18,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,0,0,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,24,0,1,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,0,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,3,3,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,1,0,0,0,18,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,22,27,0,1,0,18,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,2,1,1,13,1,0,1,0,20,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,0,1,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,1,0,0,36,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,1,30,0,1,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,3,1,0,0,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,13,14,0,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,28,0,1,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,1,1,0,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,1,27,0,1,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,3,1,0,0,0,18,1.74,Enrolled,Portugal,39.6621648,-8.1353519
1,5,1,1,25,14,0,1,0,22,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,13,1,0,0,0,18,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,28,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,1,3,0,0,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,1,0,0,0,20,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,5,1,1,1,28,0,1,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,3,3,0,0,0,23,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,3,0,0,0,20,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,3,1,0,0,0,20,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,1,0,22,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,13,28,0,1,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,28,0,1,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,4,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,3,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,1,0,0,0,21,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,5,1,1,1,27,0,0,0,20,1.74,Enrolled,Portugal,39.6621648,-8.1353519
1,5,1,1,1,1,0,0,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,27,0,1,0,20,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,3,0,1,19,27,0,0,0,25,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,1,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,10,14,0,0,0,19,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,3,1,14,0,0,1,20,1.79,Enrolled,Spain,39.3260685,-4.8379791
1,10,1,1,13,14,0,1,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,1,0,1,0,21,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,3,0,0,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,1,1,0,0,0,18,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,1,3,0,1,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,3,14,0,0,0,19,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,24,3,0,0,0,20,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,19,24,0,0,0,47,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,8,1,3,1,3,0,0,1,21,1.74,Enrolled,Spain,39.3260685,-4.8379791
2,8,1,1,22,27,1,0,0,31,-0.92,Dropout,Portugal,39.6621648,-8.1353519
2,7,1,1,22,27,1,0,0,46,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,3,1,1,0,0,18,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,7,1,1,3,3,1,0,0,19,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,13,1,1,1,27,1,0,0,23,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,8,1,1,3,1,1,0,0,22,-1.7,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,23,1,1,0,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,14,3,3,0,0,1,19,3.51,Dropout,Brazil,-10.3333333,-53.2
1,9,1,1,3,1,1,0,0,22,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,8,1,1,3,24,1,0,0,29,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,22,28,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,23,24,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,22,27,0,1,0,23,-3.12,Dropout,Portugal,39.6621648,-8.1353519
2,17,0,1,1,1,0,0,0,34,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,0,0,18,1.74,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,1,14,0,1,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,0,0,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,14,0,0,0,22,-1.7,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,13,14,0,1,0,23,1.74,Graduate,Portugal,39.6621648,-8.1353519
2,12,1,1,1,14,1,1,0,34,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,13,14,1,0,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,29,1,0,0,21,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,1,14,1,0,0,22,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,22,1,1,0,0,28,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,13,27,1,0,0,23,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,19,28,1,0,0,20,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,1,2,1,0,0,18,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,13,28,1,0,0,28,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,1,14,1,0,0,21,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,23,14,1,0,0,25,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,1,0,0,19,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,1,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,1,28,1,0,0,29,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,22,28,1,1,0,29,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,13,14,1,0,0,20,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,13,1,1,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,1,1,1,0,0,20,3.51,Graduate,Portugal,39.6621648,-8.1353519
2,7,1,1,19,24,1,0,0,33,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,13,14,1,0,0,30,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,13,1,1,1,1,1,1,0,21,-0.92,Enrolled,Portugal,39.6621648,-8.1353519
1,4,1,1,1,14,1,0,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,23,28,1,1,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,23,14,1,1,0,21,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,13,1,1,13,14,1,1,0,25,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,13,14,1,0,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,13,1,1,0,0,23,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,23,28,1,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,3,2,1,0,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,13,27,1,0,0,31,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,22,27,1,0,0,32,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,2,28,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,19,24,0,0,0,34,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,12,0,0,0,21,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,22,27,0,1,0,53,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,1,0,19,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,28,0,1,0,20,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,0,0,0,18,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,22,28,0,0,0,32,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,21,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,22,10,0,0,0,26,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,0,0,26,-4.06,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,1,27,0,0,0,21,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,22,27,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,13,27,0,1,0,21,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,23,14,0,0,0,21,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,14,1,1,13,14,0,1,0,19,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,19,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,23,28,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,28,0,0,0,27,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,1,0,1,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,20,-1.7,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,1,0,0,0,20,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,13,28,0,1,0,19,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,13,1,0,0,0,20,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,2,1,1,23,14,0,0,0,20,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,22,27,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,13,1,0,0,0,20,1.74,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,22,27,0,0,0,38,-1.7,Dropout,Portugal,39.6621648,-8.1353519
4,3,0,1,22,27,0,0,0,42,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,0,0,32,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,12,13,14,0,0,1,22,1.79,Graduate,Sao Tome e Principe,0.9713095,7.02255
2,17,0,1,19,24,0,0,0,28,0.32,Dropout,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,0,0,0,37,-3.12,Dropout,Portugal,39.6621648,-8.1353519
2,4,1,1,22,28,0,0,0,43,-4.06,Graduate,Portugal,39.6621648,-8.1353519
6,3,0,1,22,1,0,1,0,41,0.79,Graduate,Portugal,39.6621648,-8.1353519
4,3,0,1,22,27,0,1,0,29,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,22,27,0,1,0,35,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,3,0,0,0,18,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,39,-0.92,Dropout,Portugal,39.6621648,-8.1353519
4,17,0,1,22,27,0,0,0,37,-1.7,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,26,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,13,15,0,0,0,32,1.74,Dropout,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,0,0,0,37,0.79,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,22,14,0,0,0,28,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,13,27,0,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,22,28,0,0,0,18,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,16,1,1,13,28,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
2,14,1,1,22,27,0,0,0,32,0.79,Graduate,Portugal,39.6621648,-8.1353519
2,9,1,1,22,27,0,0,0,31,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,3,1,0,0,0,34,1.74,Enrolled,Portugal,39.6621648,-8.1353519
1,2,1,1,1,1,0,0,0,20,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,23,28,0,0,0,28,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,22,27,0,0,0,31,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,13,28,0,0,0,18,0.32,Enrolled,Portugal,39.6621648,-8.1353519
4,3,0,1,22,27,0,0,0,31,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,13,14,0,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,22,14,0,1,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
2,10,1,1,22,27,0,0,0,31,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,1,14,0,0,0,34,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,13,1,1,22,27,0,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,22,27,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,3,14,1,0,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,3,5,1,1,0,22,0.32,Dropout,Portugal,39.6621648,-8.1353519
2,14,1,1,19,24,1,0,0,32,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,22,3,1,0,0,61,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,22,27,1,0,0,30,0.32,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,22,27,1,0,0,45,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,1,14,1,0,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,1,0,0,0,19,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,3,1,1,0,0,26,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,1,1,1,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,13,27,1,1,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,1,1,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,14,1,1,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,11,9,1,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,19,24,1,0,0,28,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,22,27,1,0,0,24,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,3,1,1,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,23,28,1,0,0,18,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,3,1,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,4,1,1,0,0,21,3.51,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,13,27,1,0,0,28,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,22,14,1,0,0,58,0.79,Dropout,Portugal,39.6621648,-8.1353519
2,17,0,1,19,24,1,0,0,49,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,1,28,1,0,0,24,-4.06,Enrolled,Portugal,39.6621648,-8.1353519
1,14,1,1,19,24,1,0,0,25,0.32,Graduate,Portugal,39.6621648,-8.1353519
4,9,1,1,22,28,1,0,0,33,0.32,Dropout,Portugal,39.6621648,-8.1353519
2,7,1,1,22,27,1,0,0,33,-3.12,Dropout,Portugal,39.6621648,-8.1353519
2,16,1,1,22,27,1,0,0,40,0.79,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,22,14,1,0,0,48,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,1,14,1,0,0,18,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,23,28,1,0,0,24,0.32,Graduate,Portugal,39.6621648,-8.1353519
2,6,1,1,13,14,1,1,0,23,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,17,0,1,13,27,1,0,0,39,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,1,28,1,0,0,21,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,20,25,1,0,0,34,0.32,Dropout,Portugal,39.6621648,-8.1353519
2,17,0,1,13,14,1,1,0,41,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,1,28,1,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,23,28,1,0,0,34,0.79,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,1,1,1,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,1,0,0,19,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,1,1,1,0,0,28,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,1,1,1,0,0,18,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,2,2,1,0,0,19,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,13,28,1,0,0,19,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,3,0,0,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,3,3,0,0,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,3,0,0,0,18,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,3,14,0,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
2,10,1,1,22,27,0,0,0,31,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,22,27,0,1,0,33,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,1,0,1,0,20,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,3,13,1,0,0,1,22,1.79,Enrolled,Spain,39.3260685,-4.8379791
1,11,1,1,1,14,0,0,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,19,24,0,0,0,18,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,23,1,0,0,0,18,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,13,28,0,0,0,18,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,2,1,1,3,4,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,3,0,0,0,18,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,3,14,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,22,27,0,0,0,21,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,27,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,28,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,0,0,18,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,1,0,0,0,20,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,28,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,13,1,0,0,0,18,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,22,28,0,1,0,20,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,13,14,0,0,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,22,1,0,1,0,19,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,3,1,0,1,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,13,27,0,1,0,18,-1.7,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,1,1,0,1,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,28,0,1,0,20,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,13,1,0,0,0,21,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,26,3,0,0,0,21,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,23,28,0,0,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,23,28,0,0,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,1,14,0,0,0,21,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,18,14,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,13,27,0,1,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,0,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,1,0,19,-1.7,Graduate,Portugal,39.6621648,-8.1353519
